trial_id,seed,observation_node_zero_based,X_m,Y_m,Z_m,axis,node_relative_l2
R4_LHS_03,20260813,53,-8.336,2.0298431699777173e-14,-110.40064703722899,Y,0.029336185255845724
R4_LHS_03,20260813,53,-8.336,2.0298431699777173e-14,-110.40064703722899,Z,0.025627421794714784
R4_LHS_03,20260813,54,-8.335999999999997,3.540482982230371e-14,-104.152342,X,0.03474064660127225
R4_LHS_03,20260813,54,-8.335999999999997,3.540482982230371e-14,-104.152342,Y,0.030047457414597512
R4_LHS_03,20260813,54,-8.335999999999997,3.540482982230371e-14,-104.152342,Z,0.025378457577674585
R4_LHS_03,20260813,55,-8.335999999999997,3.4309924218806515e-14,-97.792342,X,0.02290608968836288
R4_LHS_03,20260813,55,-8.335999999999997,3.4309924218806515e-14,-97.792342,Y,0.022219814025025257
R4_LHS_03,20260813,55,-8.335999999999997,3.4309924218806515e-14,-97.792342,Z,0.02492571249805327
R4_LHS_03,20260813,56,-8.335999999999997,3.321501861530936e-14,-91.432342,X,0.022751258428892928
R4_LHS_03,20260813,56,-8.335999999999997,3.321501861530936e-14,-91.432342,Y,0.021252001383084678
R4_LHS_03,20260813,56,-8.335999999999997,3.321501861530936e-14,-91.432342,Z,0.022442428955405633
R4_LHS_03,20260813,57,-8.335999999999997,3.21201130118121e-14,-85.072342,X,0.020832706001912036
R4_LHS_03,20260813,57,-8.335999999999997,3.21201130118121e-14,-85.072342,Y,0.021642554405684383
R4_LHS_03,20260813,57,-8.335999999999997,3.21201130118121e-14,-85.072342,Z,0.022196246218969422
R4_LHS_03,20260813,58,-8.335999999999997,3.047775460656634e-14,-75.532342,X,0.020736197386224436
R4_LHS_03,20260813,58,-8.335999999999997,3.047775460656634e-14,-75.532342,Y,0.021963077802294277
R4_LHS_03,20260813,58,-8.335999999999997,3.047775460656634e-14,-75.532342,Z,0.023802799017311985
R4_LHS_03,20260813,59,-8.335999999999997,2.9565333270318696e-14,-70.232342,X,0.020707091522130138
R4_LHS_03,20260813,59,-8.335999999999997,2.9565333270318696e-14,-70.232342,Y,0.022308470025408953
R4_LHS_03,20260813,59,-8.335999999999997,2.9565333270318696e-14,-70.232342,Z,0.024198029495216426
R4_LHS_03,20260813,60,-8.336,1.8166889219704507e-14,-64.932342,X,0.02103195075813506
R4_LHS_03,20260813,60,-8.336,1.8166889219704507e-14,-64.932342,Y,0.0228788138040371
R4_LHS_03,20260813,60,-8.336,1.8166889219704507e-14,-64.932342,Z,0.026772933369823462
R4_LHS_03,20260813,61,-8.336,1.471873865091523e-14,-55.392342,X,0.021228073646201977
R4_LHS_03,20260813,61,-8.336,1.471873865091523e-14,-55.392342,Y,0.024336161205719065
R4_LHS_03,20260813,61,-8.336,1.471873865091523e-14,-55.392342,Z,0.030277791484541957
R4_LHS_03,20260813,62,-8.336,1.2461537361388079e-14,-49.147342,X,0.023456454951188904
